n,s,s_over_n,shape,config
4961,683,0.137674,S7f6,6x683 + 863* (q=431)
4962,2459,0.495566,S3,1x2503 + 2459* (q=1229)
4963,911,0.183558,S7f4,4x911 + 1319* (q=659)
4964,1187,0.239122,S7f3,3x1259 + 1187* (q=593)
4965,1571,0.316415,S7f2,2x1571 + 1823* (q=911)
4966,2087,0.420258,S3,1x2087 + 2879* (q=1439)
4967,4967,1.000000,S1,"AGL(1,4967)"
4968,2447,0.492552,S3,1x2521 + 2447* (q=1223)
4969,4969,1.000000,S1,"AGL(1,4969)"
4970,1459,0.293561,S3,1x3511 + 1459* (q=3)
4971,1657,0.333333,S2,3x1657
4972,2393,0.481295,S3,1x2393 + 2579* (q=1289)
4973,4973,1.000000,S1,"AGL(1,4973)"
4974,2311,0.464616,S3,1x2311 + 2663* (q=11)
4975,947,0.190352,S7f4,4x947 + 1187* (q=593)
4976,1459,0.293207,S3,1x3517 + 1459* (q=3)
4977,1459,0.293148,S7f2,2x1759 + 1459* (q=3)
4978,2447,0.491563,S3,1x2531 + 2447* (q=1223)
4979,1024,0.205664,S7f3,3x1024 + 1907* (q=953)
4980,2459,0.493775,S3,1x2521 + 2459* (q=1229)
4981,1619,0.325035,S7f2,2x1681 + 1619* (q=809)
4982,1181,0.237053,S7f3,3x1181 + 1439* (q=719)
4983,991,0.198876,S7f4,4x991 + 1019* (q=509)
4984,2207,0.442817,S3,1x2777 + 2207* (q=1103)
4985,997,0.200000,S2,5x997
4986,2447,0.490774,S3,1x2539 + 2447* (q=1223)
4987,4987,1.000000,S1,"AGL(1,4987)"
4988,1459,0.292502,S3,1x3529 + 1459* (q=3)
4989,1663,0.333333,S2,3x1663
4990,2459,0.492786,S3,1x2531 + 2459* (q=1229)
4991,883,0.176918,S7f4,4x883 + 1459* (q=3)
4992,2113,0.423277,S3,1x2113 + 2879* (q=1439)
4993,4993,1.000000,S1,"AGL(1,4993)"
4994,1237,0.247697,S7f3,3x1237 + 1283* (q=641)
4995,919,0.183984,S7f4,4x919 + 1319* (q=659)
4996,2447,0.489792,S3,1x2549 + 2447* (q=1223)
4997,619,0.123874,S7f6,6x619 + 1283* (q=641)
4998,2459,0.491997,S3,1x2539 + 2459* (q=1229)
4999,4999,1.000000,S1,"AGL(1,4999)"
5000,1459,0.291800,S3,1x3541 + 1459* (q=3)
5001,1667,0.333333,S2,3x1667
5002,2459,0.491603,S3,1x2543 + 2459* (q=1229)
5003,5003,1.000000,S1,"AGL(1,5003)"
5004,2447,0.489009,S3,1x2557 + 2447* (q=1223)
5005,1619,0.323477,S7f2,2x1693 + 1619* (q=809)
5006,2503,0.500000,S2,2x2503
5007,1669,0.333333,S2,3x1669
5008,2459,0.491014,S3,1x2549 + 2459* (q=1229)
5009,5009,1.000000,S1,"AGL(1,5009)"
5010,2459,0.490818,S3,1x2551 + 2459* (q=1229)
5011,5011,1.000000,S1,"AGL(1,5011)"
5012,1231,0.245611,S7f3,3x1231 + 1319* (q=659)
5013,1619,0.322960,S7f2,2x1697 + 1619* (q=809)
5014,2351,0.468887,S3,1x2351 + 2663* (q=11)
5015,729,0.145364,S7f4,4x729 + 2099* (q=1049)
5016,2459,0.490231,S3,1x2557 + 2459* (q=1229)
5017,1619,0.322703,S7f2,2x1699 + 1619* (q=809)
5018,1459,0.290753,S3,1x3559 + 1459* (q=3)
5019,983,0.195856,S7f4,4x1009 + 983* (q=491)
5020,2441,0.486255,S3,1x2441 + 2579* (q=1289)
5021,5021,1.000000,S1,"AGL(1,5021)"
5022,2203,0.438670,S3,1x2203 + 2819* (q=1409)
5023,5023,1.000000,S1,"AGL(1,5023)"
5024,1187,0.236266,S7f3,3x1279 + 1187* (q=593)
5025,1601,0.318607,S7f2,2x1601 + 1823* (q=911)
5026,2447,0.486868,S3,1x2447 + 2579* (q=1289)
5027,457,0.090909,S2,11x457
5028,2209,0.439340,S3,1x2209 + 2819* (q=1409)
5029,1523,0.302844,S7f2,2x1753 + 1523* (q=761)
5030,1459,0.290060,S3,1x3571 + 1459* (q=3)
5031,1024,0.203538,S3,1x1024 + 4007* (q=2003)
5032,2213,0.439785,S3,1x2213 + 2819* (q=1409)
5033,1459,0.289887,S7f2,2x1787 + 1459* (q=3)
5034,2371,0.470997,S3,1x2371 + 2663* (q=11)
5035,983,0.195233,S7f4,4x1013 + 983* (q=491)
5036,1259,0.250000,S2,4x1259
5037,1619,0.321421,S7f2,2x1709 + 1619* (q=809)
5038,2459,0.488091,S3,1x2459 + 2579* (q=1289)
5039,5039,1.000000,S1,"AGL(1,5039)"
5040,2447,0.485516,S3,1x2593 + 2447* (q=1223)
5041,5041,1.000000,S1,"AGL(1,5041)"
5042,2521,0.500000,S2,2x2521
5043,1681,0.333333,S2,3x1681
5044,2381,0.472046,S3,1x2381 + 2663* (q=11)
5045,1009,0.200000,S2,5x1009
5046,2467,0.488902,S3,1x2467 + 2579* (q=1289)
5047,2048,0.405786,S3,1x2048 + 2999* (q=1499)
5048,1187,0.235143,S7f3,3x1187 + 1487* (q=743)
5049,1613,0.319469,S7f2,2x1613 + 1823* (q=911)
5050,2459,0.486931,S3,1x2591 + 2459* (q=1229)
5051,5051,1.000000,S1,"AGL(1,5051)"
5052,2473,0.489509,S3,1x2473 + 2579* (q=1289)
5053,1487,0.294281,S7f2,2x1783 + 1487* (q=743)
5054,1249,0.247131,S7f3,3x1249 + 1307* (q=653)
5055,1009,0.199604,S7f4,4x1009 + 1019* (q=509)
5056,2477,0.489913,S3,1x2477 + 2579* (q=1289)
5057,673,0.133083,S7f6,6x673 + 1019* (q=509)
5058,2239,0.442665,S3,1x2239 + 2819* (q=1409)
5059,5059,1.000000,S1,"AGL(1,5059)"
5060,1259,0.248814,S7f3,3x1259 + 1283* (q=641)
5061,1619,0.319897,S7f2,2x1619 + 1823* (q=911)
5062,2531,0.500000,S2,2x2531
5063,487,0.096188,S11,3x1039 + 487* + 1459* (q=3)
5064,2447,0.483215,S3,1x2617 + 2447* (q=1223)
5065,1621,0.320039,S7f2,2x1621 + 1823* (q=911)
5066,2187,0.431702,S3,1x2187 + 2879* (q=1439)
5067,983,0.194000,S7f4,4x1021 + 983* (q=491)
5068,2459,0.485201,S3,1x2609 + 2459* (q=1229)
5069,701,0.138292,S7f6,6x701 + 863* (q=431)
5070,2251,0.443984,S3,1x2251 + 2819* (q=1409)
5071,2048,0.403865,S3,1x2048 + 3023* (q=1511)
5072,1459,0.287658,S3,1x3613 + 1459* (q=3)
5073,1583,0.312044,S7f2,2x1583 + 1907* (q=953)
5074,2411,0.475168,S3,1x2411 + 2663* (q=11)
5075,467,0.092020,S7f9,9x512 + 467* (q=233)
5076,2459,0.484437,S3,1x2617 + 2459* (q=1229)
5077,5077,1.000000,S1,"AGL(1,5077)"
5078,2539,0.500000,S2,2x2539
5079,1693,0.333333,S2,3x1693
5080,2459,0.484055,S3,1x2621 + 2459* (q=1229)
5081,5081,1.000000,S1,"AGL(1,5081)"
5082,2503,0.492523,S3,1x2503 + 2579* (q=1289)
5083,941,0.185127,S7f4,4x941 + 1319* (q=659)
5084,1259,0.247640,S7f3,3x1259 + 1307* (q=653)
5085,1619,0.318387,S7f2,2x1733 + 1619* (q=809)
5086,2543,0.500000,S2,2x2543
5087,5087,1.000000,S1,"AGL(1,5087)"
5088,2269,0.445951,S3,1x2269 + 2819* (q=1409)
5089,1531,0.300845,S7f2,2x1531 + 2027* (q=1013)
5090,2187,0.429666,S3,1x2187 + 2903* (q=1451)
5091,1697,0.333333,S2,3x1697
5092,2459,0.482914,S3,1x2633 + 2459* (q=1229)
5093,719,0.141174,S7f6,6x729 + 719* (q=359)
5094,2447,0.480369,S3,1x2647 + 2447* (q=1223)
5095,1019,0.200000,S2,5x1019
5096,1459,0.286303,S3,1x3637 + 1459* (q=3)
5097,1699,0.333333,S2,3x1699
5098,2549,0.500000,S2,2x2549
5099,5099,1.000000,S1,"AGL(1,5099)"
5100,2521,0.494314,S3,1x2521 + 2579* (q=1289)
5101,5101,1.000000,S1,"AGL(1,5101)"
5102,2551,0.500000,S2,2x2551
5103,1024,0.200666,S3,1x1024 + 4079* (q=2039)
5104,2447,0.479428,S3,1x2657 + 2447* (q=1223)
5105,1459,0.285798,S7f2,2x1823 + 1459* (q=3)
5106,2459,0.481590,S3,1x2647 + 2459* (q=1229)
5107,5107,1.000000,S1,"AGL(1,5107)"
5108,1277,0.250000,S2,4x1277
5109,1601,0.313369,S7f2,2x1601 + 1907* (q=953)
5110,2531,0.495303,S3,1x2531 + 2579* (q=1289)
5111,1024,0.200352,S7f3,3x1024 + 2039* (q=1019)
5112,2293,0.448552,S3,1x2293 + 2819* (q=1409)
5113,5113,1.000000,S1,"AGL(1,5113)"
5114,2557,0.500000,S2,2x2557
5115,1019,0.199218,S7f4,4x1024 + 1019* (q=509)
5116,2459,0.480649,S3,1x2657 + 2459* (q=1229)
5117,719,0.140512,S7f6,6x733 + 719* (q=359)
5118,2539,0.496092,S3,1x2539 + 2579* (q=1289)
5119,5119,1.000000,S1,"AGL(1,5119)"
5120,1279,0.249805,S7f3,3x1279 + 1283* (q=641)
5121,1607,0.313806,S7f2,2x1607 + 1907* (q=953)
5122,2543,0.496486,S3,1x2543 + 2579* (q=1289)
5123,729,0.142299,S7f4,4x729 + 2207* (q=1103)
5124,2447,0.477557,S3,1x2677 + 2447* (q=1223)
5125,1619,0.315902,S7f2,2x1753 + 1619* (q=809)
5126,1229,0.239758,S7f3,3x1229 + 1439* (q=719)
5127,1709,0.333333,S2,3x1709
5128,2549,0.497075,S3,1x2549 + 2579* (q=1289)
5129,691,0.134724,S7f6,6x691 + 983* (q=491)
5130,2551,0.497271,S3,1x2551 + 2579* (q=1289)
5131,953,0.185734,S7f4,4x953 + 1319* (q=659)
5132,1459,0.284295,S3,1x3673 + 1459* (q=3)
5133,1613,0.314241,S7f2,2x1613 + 1907* (q=953)
5134,2447,0.476626,S3,1x2687 + 2447* (q=1223)
5135,1024,0.199416,S7f3,3x1024 + 2063* (q=1031)
5136,2557,0.497858,S3,1x2557 + 2579* (q=1289)
5137,1657,0.322562,S7f2,2x1657 + 1823* (q=911)
5138,1277,0.248540,S7f3,3x1277 + 1307* (q=653)
5139,983,0.191282,S7f4,4x1039 + 983* (q=491)
5140,2477,0.481907,S3,1x2477 + 2663* (q=11)
5141,709,0.137911,S7f6,6x709 + 887* (q=443)
5142,2459,0.478219,S3,1x2683 + 2459* (q=1229)
5143,1019,0.198133,S7f4,4x1031 + 1019* (q=509)
5144,1279,0.248639,S7f3,3x1279 + 1307* (q=653)
5145,1619,0.314674,S7f2,2x1619 + 1907* (q=953)
5146,2459,0.477847,S3,1x2687 + 2459* (q=1229)
5147,5147,1.000000,S1,"AGL(1,5147)"
5148,2459,0.477661,S3,1x2689 + 2459* (q=1229)
5149,1663,0.322975,S7f2,2x1663 + 1823* (q=911)
5150,2187,0.424660,S3,1x2187 + 2963* (q=1481)
5151,1024,0.198796,S3,1x1024 + 4127* (q=2063)
5152,2459,0.477290,S3,1x2693 + 2459* (q=1229)
5153,5153,1.000000,S1,"AGL(1,5153)"
5154,2447,0.474777,S3,1x2707 + 2447* (q=1223)
5155,1031,0.200000,S2,5x1031
5156,1459,0.282971,S3,1x3697 + 1459* (q=3)
5157,1667,0.323250,S7f2,2x1667 + 1823* (q=911)
5158,2579,0.500000,S2,2x2579
5159,512,0.099244,S7f3,3x512 + 3623* (q=1811)
5160,2447,0.474225,S3,1x2713 + 2447* (q=1223)
5161,1669,0.323387,S7f2,2x1669 + 1823* (q=911)
5162,1213,0.234986,S7f3,3x1213 + 1523* (q=761)
5163,1721,0.333333,S2,3x1721
5164,2207,0.427382,S3,1x2957 + 2207* (q=1103)
5165,1033,0.200000,S2,5x1033
5166,2503,0.484514,S3,1x2503 + 2663* (q=11)
5167,5167,1.000000,S1,"AGL(1,5167)"
5168,1459,0.282314,S3,1x3709 + 1459* (q=3)
5169,1723,0.333333,S2,3x1723
5170,2579,0.498839,S3,1x2591 + 2579* (q=1289)
5171,5171,1.000000,S1,"AGL(1,5171)"
5172,2579,0.498647,S3,1x2593 + 2579* (q=1289)
5173,1619,0.312971,S7f2,2x1777 + 1619* (q=809)
5174,1289,0.249130,S7f3,3x1289 + 1307* (q=653)
5175,1019,0.196908,S7f4,4x1039 + 1019* (q=509)
5176,2447,0.472759,S3,1x2729 + 2447* (q=1223)
5177,719,0.138884,S7f6,6x719 + 863* (q=431)
5178,2459,0.474894,S3,1x2719 + 2459* (q=1229)
5179,5179,1.000000,S1,"AGL(1,5179)"
5180,1459,0.281660,S3,1x3721 + 1459* (q=3)
5181,1637,0.315962,S7f2,2x1637 + 1907* (q=953)
5182,2591,0.500000,S2,2x2591
5183,487,0.093961,S7f8,8x587 + 487* (q=3)
5184,2521,0.486304,S3,1x2521 + 2663* (q=11)
5185,1681,0.324204,S7f2,2x1681 + 1823* (q=911)
5186,2593,0.500000,S2,2x2593
5187,983,0.189512,S7f4,4x1051 + 983* (q=491)
5188,2579,0.497109,S3,1x2609 + 2579* (q=1289)
5189,5189,1.000000,S1,"AGL(1,5189)"
5190,2459,0.473796,S3,1x2731 + 2459* (q=1229)
5191,977,0.188210,S7f4,4x977 + 1283* (q=641)
5192,1459,0.281009,S3,1x3733 + 1459* (q=3)
5193,1619,0.311766,S7f2,2x1787 + 1619* (q=809)
5194,2531,0.487293,S3,1x2531 + 2663* (q=11)
5195,1039,0.200000,S2,5x1039
5196,2579,0.496343,S3,1x2617 + 2579* (q=1289)
5197,5197,1.000000,S1,"AGL(1,5197)"
5198,1459,0.280685,S3,1x3739 + 1459* (q=3)
5199,1733,0.333333,S2,3x1733
5200,2579,0.495962,S3,1x2621 + 2579* (q=1289)
5201,1459,0.280523,S7f2,2x1871 + 1459* (q=3)
5202,2539,0.488082,S3,1x2539 + 2663* (q=11)
5203,971,0.186623,S7f4,4x971 + 1319* (q=659)
5204,1301,0.250000,S2,4x1301
5205,1583,0.304131,S7f2,2x1583 + 2039* (q=1019)
5206,2543,0.488475,S3,1x2543 + 2663* (q=11)
5207,937,0.179950,S7f4,4x937 + 1459* (q=3)
5208,2459,0.472158,S3,1x2749 + 2459* (q=1229)
5209,5209,1.000000,S1,"AGL(1,5209)"
5210,2187,0.419770,S3,1x2187 + 3023* (q=1511)
5211,961,0.184418,S7f4,4x961 + 1367* (q=683)
5212,2579,0.494820,S3,1x2633 + 2579* (q=1289)
5213,1459,0.279877,S7f2,2x1877 + 1459* (q=3)
5214,2551,0.489260,S3,1x2551 + 2663* (q=11)
5215,2048,0.392713,S3,1x2048 + 3167* (q=1583)
5216,1303,0.249808,S7f3,3x1303 + 1307* (q=653)
5217,1697,0.325283,S7f2,2x1697 + 1823* (q=911)
5218,2609,0.500000,S2,2x2609
5219,487,0.093313,S11,3x1091 + 487* + 1459* (q=3)
5220,2557,0.489847,S3,1x2557 + 2663* (q=11)
5221,1699,0.325417,S7f2,2x1699 + 1823* (q=911)
5222,1301,0.249138,S7f3,3x1301 + 1319* (q=659)
5223,1741,0.333333,S2,3x1741
5224,2447,0.468415,S3,1x2777 + 2447* (q=1223)
5225,727,0.139139,S7f6,6x727 + 863* (q=431)
5226,2579,0.493494,S3,1x2647 + 2579* (q=1289)
5227,5227,1.000000,S1,"AGL(1,5227)"
5228,1459,0.279074,S3,1x3769 + 1459* (q=3)
5229,1601,0.306177,S7f2,2x1601 + 2027* (q=1013)
5230,2411,0.460994,S3,1x2411 + 2819* (q=1409)
5231,5231,1.000000,S1,"AGL(1,5231)"
5232,2269,0.433677,S3,1x2269 + 2963* (q=1481)
5233,5233,1.000000,S1,"AGL(1,5233)"
5234,2617,0.500000,S2,2x2617
5235,983,0.187775,S7f4,4x1063 + 983* (q=491)
5236,2579,0.492552,S3,1x2657 + 2579* (q=1289)
5237,5237,1.000000,S1,"AGL(1,5237)"
5238,2579,0.492363,S3,1x2659 + 2579* (q=1289)
5239,1013,0.193358,S7f4,4x1013 + 1187* (q=593)
5240,1307,0.249427,S7f3,3x1307 + 1319* (q=659)
5241,1747,0.333333,S2,3x1747
5242,2621,0.500000,S2,2x2621
5243,397,0.075720,S7f12,12x397 + 479* (q=239)
5244,2447,0.466629,S3,1x2797 + 2447* (q=1223)
5245,1669,0.318208,S7f2,2x1669 + 1907* (q=953)
5246,1283,0.244567,S7f3,3x1321 + 1283* (q=641)
5247,991,0.188870,S7f4,4x991 + 1283* (q=641)
5248,2459,0.468559,S3,1x2789 + 2459* (q=1229)
5249,727,0.138503,S7f6,6x727 + 887* (q=443)
5250,2579,0.491238,S3,1x2671 + 2579* (q=1289)
5251,2048,0.390021,S3,1x2048 + 3203* (q=1601)
5252,1459,0.277799,S3,1x3793 + 1459* (q=3)
5253,1613,0.307063,S7f2,2x1613 + 2027* (q=1013)
5254,2591,0.493148,S3,1x2591 + 2663* (q=11)
5255,1051,0.200000,S2,5x1051
5256,2593,0.493341,S3,1x2593 + 2663* (q=11)
5257,1609,0.306068,S7f2,2x1609 + 2039* (q=1019)
5258,1297,0.246672,S7f3,3x1297 + 1367* (q=683)
5259,1753,0.333333,S2,3x1753
5260,2459,0.467490,S3,1x2801 + 2459* (q=1229)
5261,5261,1.000000,S1,"AGL(1,5261)"
5262,2579,0.490118,S3,1x2683 + 2579* (q=1289)
5263,1019,0.193616,S7f4,4x1019 + 1187* (q=593)
5264,1307,0.248290,S7f3,3x1319 + 1307* (q=653)
5265,1721,0.326876,S7f2,2x1721 + 1823* (q=911)
5266,2633,0.500000,S2,2x2633
5267,397,0.075375,S7f12,12x397 + 503* (q=251)
5268,2579,0.489560,S3,1x2689 + 2579* (q=1289)
5269,1723,0.327007,S7f2,2x1723 + 1823* (q=911)
5270,1307,0.248008,S7f3,3x1321 + 1307* (q=653)
5271,1021,0.193701,S7f4,4x1021 + 1187* (q=593)
5272,2609,0.494879,S3,1x2609 + 2663* (q=11)
5273,5273,1.000000,S1,"AGL(1,5273)"
5274,2371,0.449564,S3,1x2371 + 2903* (q=1451)
5275,977,0.185213,S7f4,4x977 + 1367* (q=683)
5276,1319,0.250000,S2,4x1319
5277,1759,0.333333,S2,3x1759
5278,2579,0.488632,S3,1x2699 + 2579* (q=1289)
5279,5279,1.000000,S1,"AGL(1,5279)"
5280,2617,0.495644,S3,1x2617 + 2663* (q=11)
5281,5281,1.000000,S1,"AGL(1,5281)"
5282,1459,0.276221,S3,1x3823 + 1459* (q=3)
5283,1187,0.224683,S7f2,2x2048 + 1187* (q=593)
5284,2621,0.496026,S3,1x2621 + 2663* (q=11)
5285,1459,0.276064,S7f2,2x1913 + 1459* (q=3)
5286,2579,0.487893,S3,1x2707 + 2579* (q=1289)
5287,941,0.177984,S7f4,4x941 + 1523* (q=761)
5288,1307,0.247163,S7f3,3x1307 + 1367* (q=683)
5289,1733,0.327661,S7f2,2x1733 + 1823* (q=911)
5290,2579,0.487524,S3,1x2711 + 2579* (q=1289)
5291,487,0.092043,S7f4,4x1201 + 487* (q=3)
5292,2579,0.487339,S3,1x2713 + 2579* (q=1289)
5293,1693,0.319856,S7f2,2x1693 + 1907* (q=953)
5294,2647,0.500000,S2,2x2647
5295,1019,0.192446,S7f4,4x1069 + 1019* (q=509)
5296,2633,0.497168,S3,1x2633 + 2663* (q=11)
5297,5297,1.000000,S1,"AGL(1,5297)"
5298,2579,0.486787,S3,1x2719 + 2579* (q=1289)
5299,983,0.185507,S7f4,4x983 + 1367* (q=683)
5300,1319,0.248868,S7f3,3x1327 + 1319* (q=659)
5301,1697,0.320128,S7f2,2x1697 + 1907* (q=953)
5302,2459,0.463787,S3,1x2843 + 2459* (q=1229)
5303,5303,1.000000,S1,"AGL(1,5303)"
5304,2447,0.461350,S3,1x2857 + 2447* (q=1223)
5305,1741,0.328181,S7f2,2x1741 + 1823* (q=911)
5306,2187,0.412175,S3,1x2187 + 3119* (q=1559)
5307,1024,0.192953,S3,1x1024 + 4283* (q=2141)
5308,2579,0.485870,S3,1x2729 + 2579* (q=1289)
5309,5309,1.000000,S1,"AGL(1,5309)"
5310,2647,0.498493,S3,1x2647 + 2663* (q=11)
5311,1031,0.194125,S7f4,4x1031 + 1187* (q=593)
5312,1459,0.274661,S3,1x3853 + 1459* (q=3)
5313,1637,0.308112,S7f2,2x1637 + 2039* (q=1019)
5314,2657,0.500000,S2,2x2657
5315,1063,0.200000,S2,5x1063
5316,2459,0.462566,S3,1x2857 + 2459* (q=1229)
5317,1747,0.328569,S7f2,2x1747 + 1823* (q=911)
5318,2659,0.500000,S2,2x2659
5319,1033,0.194209,S7f4,4x1033 + 1187* (q=593)
5320,2657,0.499436,S3,1x2657 + 2663* (q=11)
5321,1459,0.274197,S7f2,2x1931 + 1459* (q=3)
5322,2659,0.499624,S3,1x2659 + 2663* (q=11)
5323,5323,1.000000,S1,"AGL(1,5323)"
5324,1331,0.250000,S2,4x1331
5325,1709,0.320939,S7f2,2x1709 + 1907* (q=953)
5326,2663,0.500000,S2,2x2663
5327,967,0.181528,S7f4,4x967 + 1459* (q=3)
5328,2579,0.484047,S3,1x2749 + 2579* (q=1289)
5329,5329,1.000000,S1,"AGL(1,5329)"
5330,1321,0.247842,S7f3,3x1321 + 1367* (q=683)
5331,1777,0.333333,S2,3x1777
5332,2579,0.483683,S3,1x2753 + 2579* (q=1289)
5333,5333,1.000000,S1,"AGL(1,5333)"
5334,2663,0.499250,S3,1x2671 + 2663* (q=11)
5335,1013,0.189878,S7f4,4x1013 + 1283* (q=641)
5336,1459,0.273426,S3,1x3877 + 1459* (q=3)
5337,1637,0.306727,S7f2,2x1637 + 2063* (q=1031)
5338,2459,0.460659,S3,1x2459 + 2879* (q=1439)
5339,512,0.095898,S7f3,3x512 + 3803* (q=1901)
5340,2663,0.498689,S3,1x2677 + 2663* (q=11)
5341,1759,0.329339,S7f2,2x1759 + 1823* (q=911)
5342,2671,0.500000,S2,2x2671
5343,1039,0.194460,S7f4,4x1039 + 1187* (q=593)
5344,2447,0.457897,S3,1x2897 + 2447* (q=1223)
5345,1069,0.200000,S2,5x1069
5346,2663,0.498129,S3,1x2683 + 2663* (q=11)
5347,5347,1.000000,S1,"AGL(1,5347)"
5348,1459,0.272812,S3,1x3889 + 1459* (q=3)
5349,1783,0.333333,S2,3x1783
5350,2663,0.497757,S3,1x2687 + 2663* (q=11)
5351,5351,1.000000,S1,"AGL(1,5351)"
5352,2663,0.497571,S3,1x2689 + 2663* (q=11)
5353,1723,0.321876,S7f2,2x1723 + 1907* (q=953)
5354,2677,0.500000,S2,2x2677
5355,1009,0.188422,S7f4,4x1009 + 1319* (q=659)
5356,2663,0.497199,S3,1x2693 + 2663* (q=11)
5357,1459,0.272354,S7f2,2x1949 + 1459* (q=3)
5358,2539,0.473871,S3,1x2539 + 2819* (q=1409)
5359,1019,0.190147,S7f4,4x1019 + 1283* (q=641)
5360,1331,0.248321,S7f3,3x1331 + 1367* (q=683)
5361,1787,0.333333,S2,3x1787
5362,2663,0.496643,S3,1x2699 + 2663* (q=11)
5363,729,0.135931,S7f4,4x729 + 2447* (q=1223)
5364,2447,0.456189,S3,1x2917 + 2447* (q=1223)
5365,1669,0.311090,S7f2,2x1669 + 2027* (q=1013)
5366,2683,0.500000,S2,2x2683
5367,1789,0.333333,S2,3x1789
5368,2579,0.480440,S3,1x2789 + 2579* (q=1289)
5369,751,0.139877,S7f6,6x751 + 863* (q=431)
5370,2663,0.495903,S3,1x2707 + 2663* (q=11)
5371,1013,0.188605,S7f4,4x1013 + 1319* (q=659)
5372,1283,0.238831,S7f3,3x1283 + 1523* (q=761)
5373,1733,0.322539,S7f2,2x1733 + 1907* (q=953)
5374,2687,0.500000,S2,2x2687
5375,729,0.135628,S7f4,4x729 + 2459* (q=1229)
5376,2663,0.495350,S3,1x2713 + 2663* (q=11)
5377,1777,0.330482,S7f2,2x1777 + 1823* (q=911)
5378,2689,0.500000,S2,2x2689
5379,1283,0.238520,S7f2,2x2048 + 1283* (q=641)
5380,2579,0.479368,S3,1x2801 + 2579* (q=1289)
5381,5381,1.000000,S1,"AGL(1,5381)"
5382,2663,0.494797,S3,1x2719 + 2663* (q=11)
5383,1049,0.194873,S7f4,4x1049 + 1187* (q=593)
5384,1283,0.238299,S7f3,3x1367 + 1283* (q=641)
5385,1523,0.282823,S7f2,2x1931 + 1523* (q=761)
5386,2693,0.500000,S2,2x2693
5387,5387,1.000000,S1,"AGL(1,5387)"
5388,2579,0.478656,S3,1x2809 + 2579* (q=1289)
5389,1783,0.330859,S7f2,2x1783 + 1823* (q=911)
5390,2187,0.405751,S3,1x2187 + 3203* (q=1601)
5391,1051,0.194955,S7f4,4x1051 + 1187* (q=593)
5392,2663,0.493880,S3,1x2729 + 2663* (q=11)
5393,5393,1.000000,S1,"AGL(1,5393)"
5394,2663,0.493697,S3,1x2731 + 2663* (q=11)
5395,1019,0.188879,S7f4,4x1019 + 1319* (q=659)
5396,1319,0.244440,S7f3,3x1319 + 1439* (q=719)
5397,1787,0.331110,S7f2,2x1787 + 1823* (q=911)
5398,2699,0.500000,S2,2x2699
5399,5399,1.000000,S1,"AGL(1,5399)"
5400,2521,0.466852,S3,1x2521 + 2879* (q=1439)
5401,1789,0.331235,S7f2,2x1789 + 1823* (q=911)
5402,1459,0.270085,S3,1x3943 + 1459* (q=3)
5403,1801,0.333333,S2,3x1801
5404,2663,0.492783,S3,1x2741 + 2663* (q=11)
5405,1459,0.269935,S7f2,2x1973 + 1459* (q=3)
5406,2503,0.463004,S3,1x2503 + 2903* (q=1451)
5407,5407,1.000000,S1,"AGL(1,5407)"
5408,1307,0.241679,S7f3,3x1307 + 1487* (q=743)
5409,1601,0.295988,S7f2,2x1601 + 2207* (q=1103)
5410,2591,0.478928,S3,1x2591 + 2819* (q=1409)
5411,773,0.142857,S2,7x773
5412,2663,0.492055,S3,1x2749 + 2663* (q=11)
5413,5413,1.000000,S1,"AGL(1,5413)"
5414,2707,0.500000,S2,2x2707
5415,1319,0.243583,S7f2,2x2048 + 1319* (q=659)
5416,2663,0.491691,S3,1x2753 + 2663* (q=11)
5417,5417,1.000000,S1,"AGL(1,5417)"
5418,2539,0.468623,S3,1x2539 + 2879* (q=1439)
5419,5419,1.000000,S1,"AGL(1,5419)"
5420,1327,0.244834,S7f3,3x1327 + 1439* (q=719)
5421,1697,0.313042,S7f2,2x1697 + 2027* (q=1013)
5422,2711,0.500000,S2,2x2711
5423,991,0.182740,S7f4,4x991 + 1459* (q=3)
5424,2521,0.464786,S3,1x2521 + 2903* (q=1451)
5425,1801,0.331982,S7f2,2x1801 + 1823* (q=911)
5426,2713,0.500000,S2,2x2713
5427,997,0.183711,S7f4,4x997 + 1439* (q=719)
5428,2609,0.480656,S3,1x2609 + 2819* (q=1409)
5429,761,0.140173,S7f6,6x761 + 863* (q=431)
5430,2663,0.490424,S3,1x2767 + 2663* (q=11)
5431,5431,1.000000,S1,"AGL(1,5431)"
5432,1331,0.245029,S7f3,3x1331 + 1439* (q=719)
5433,1811,0.333333,S2,3x1811
5434,2531,0.465771,S3,1x2531 + 2903* (q=1451)
5435,1087,0.200000,S2,5x1087
5436,2617,0.481420,S3,1x2617 + 2819* (q=1409)
5437,5437,1.000000,S1,"AGL(1,5437)"
5438,2719,0.500000,S2,2x2719
5439,1063,0.195440,S7f4,4x1063 + 1187* (q=593)
5440,2663,0.489522,S3,1x2777 + 2663* (q=11)
5441,5441,1.000000,S1,"AGL(1,5441)"
5442,2539,0.466556,S3,1x2539 + 2903* (q=1451)
5443,5443,1.000000,S1,"AGL(1,5443)"
5444,1361,0.250000,S2,4x1361
5445,1811,0.332599,S7f2,2x1811 + 1823* (q=911)
5446,2543,0.466948,S3,1x2543 + 2903* (q=1451)
5447,997,0.183037,S7f4,4x997 + 1459* (q=3)
